ID_UNIDADE_GESTORA,CODIGOTCE,ESFERA,CODIGOMUNICIPIO,MUNICIPIO,ORGAO,SIGLA,SITUACAO,CNPJ,PODER,UNIFED,TipoPessoaJuridicaPublica,NATUREZA
1554,029005,Municipal,P029,Buíque,Fundo Municipal de Assistência Social de Buique,FMAS,Ativa,18493904000161,Poder Executivo,PE,Vinculada,Fundo Público
1122,030011,Municipal,P030,Cabo de Santo Agostinho,Fundo Municipal de Desenvolvimento Social do Cabo de Santo Agostinho,FMDS,Ativa,11497394000151,Poder Executivo,PE,Vinculada,Fundo Público
115,030001,Municipal,P030,Cabo de Santo Agostinho,Prefeitura Municipal do Cabo de Santo Agostinho,PM,Ativa,11294402000162,Poder Executivo,PE,Não Vinculada,Prefeitura Municipal
116,030002,Municipal,P030,Cabo de Santo Agostinho,Câmara Municipal do Cabo de Santo Agostinho,CM,Ativa,08147415000102,Poder Legislativo,PE,Não Vinculada,Câmara Municipal
117,030003,Municipal,P030,Cabo de Santo Agostinho,Empresa de Urbanização e Desenvolvimento Integrado do Cabo de Santo Agostinho,URB,Extinta - Desativada,99999999999962,Poder Executivo,PE,Não Vinculada,Empresa Pública
118,030004,Municipal,P030,Cabo de Santo Agostinho,Empresa de Transporte Urbano do Cabo de Santo Agostinho,,Extinta - Desativada,11294402000162,Poder Executivo,PE,Não Vinculada,Empresa Pública
119,030005,Municipal,P030,Cabo de Santo Agostinho,Instituto de Previdência Social dos Servidores Municipais do Cabo de Santo Agostinho,CABOPREV,Ativa,07738191000132,Poder Executivo,PE,Não Vinculada,Autarquia
120,030006,Municipal,P030,Cabo de Santo Agostinho,Faculdade de Ciências Humanas e Sociais Aplicadas do Cabo de Santo Agostinho,FACHUCA,Ativa,11690351000279,Poder Executivo,PE,Não Vinculada,Autarquia
121,030007,Municipal,P030,Cabo de Santo Agostinho,Autarquia Educacional de Desenvolvimento Cultural do Cabo de Santo Agostinho,AEDECCA,Extinta - Desativada,11690351000198,Poder Executivo,PE,Não Vinculada,Autarquia
122,030008,Municipal,P030,Cabo de Santo Agostinho,Fundo Municipal de Saúde do Cabo de Santo Agostinho,FMS,Ativa,11168783000133,Poder Executivo,PE,Vinculada,Fundo Público
123,030009,Municipal,P030,Cabo de Santo Agostinho,Fundo Municipal de Defesa dos Direitos da Criança e do Adolescente do Cabo de Santo Agostinho,FMDCA,Ativa,08081360000177,Poder Executivo,PE,Vinculada,Fundo Público
124,030010,Municipal,P030,Cabo de Santo Agostinho,Fundo Municipal de Assistência Social do Cabo de Santo Agostinho,FMAS,Ativa,01842813000191,Poder Executivo,PE,Vinculada,Fundo Público
125,031001,Municipal,P031,Cabrobó,Prefeitura Municipal de Cabrobó,,Ativa,10113710000181,Poder Executivo,PE,Não Vinculada,Prefeitura Municipal
126,031002,Municipal,P031,Cabrobó,Câmara Municipal de Cabrobó,CMC,Ativa,11411964000149,Poder Legislativo,PE,Não Vinculada,Câmara Municipal
127,031003,Municipal,P031,Cabrobó,Fundo Previdenciário do Município de Cabrobó,FUNPRECAB,Ativa,05900668000109,Poder Executivo,PE,Vinculada,Fundo Público
1511,031005,Municipal,P031,Cabrobó,Fundo Municipal de Assistência Social de Cabrobó,FMAS,Ativa,12069673000187,Poder Executivo,PE,Vinculada,Fundo Público
1229,031004,Municipal,P031,Cabrobó,Fundo Municipal de Saúde de Cabrobó,FMS,Ativa,10907425000132,Poder Executivo,PE,Vinculada,Fundo Público
1400,032005,Municipal,P032,Cachoeirinha,Fundo Municipal dos Direitos da Criança e do Adolescente Cachoeirinha,FUNDECA,Ativa,04005762000131,Poder Executivo,PE,Vinculada,Fundo Público
1401,032006,Municipal,P032,Cachoeirinha,Instituto de Previdência dos Servidores Municipais de Cachoeirinha,CACHOEIRINHA PREV,Ativa,15919322000106,Poder Executivo,PE,Não Vinculada,Autarquia
1109,032004,Municipal,P032,Cachoeirinha,Fundo Municipal de Assistência Social de Cachoeirinha,FMAS,Ativa,11998043000124,Poder Executivo,PE,Vinculada,Fundo Público
128,032001,Municipal,P032,Cachoeirinha,Prefeitura Municipal de Cachoeirinha,PMC,Ativa,10091619000102,Poder Executivo,PE,Não Vinculada,Prefeitura Municipal
129,032002,Municipal,P032,Cachoeirinha,Câmara Municipal de Cachoeirinha,CMC,Ativa,11470523000118,Poder Legislativo,PE,Não Vinculada,Câmara Municipal
130,032003,Municipal,P032,Cachoeirinha,Fundo Municipal de Saúde de Cachoeirinha,FMS,Ativa,10234992000175,Poder Executivo,PE,Vinculada,Fundo Público
1627,032007,Municipal,P032,Cachoeirinha,Fundo Municipal de Educação de Cachoeirinha,FME,Ativa,22890557000188,Poder Executivo,PE,Vinculada,Fundo Público
131,033001,Municipal,P033,Caetés,Prefeitura Municipal de Caetés,,Ativa,10131720000140,Poder Executivo,PE,Não Vinculada,Prefeitura Municipal
132,033002,Municipal,P033,Caetés,Câmara Municipal de Caetés,,Ativa,11240330000170,Poder Legislativo,PE,Não Vinculada,Câmara Municipal
133,033003,Municipal,P033,Caetés,Instituto de Previdência dos Servidores de Caetés,,Ativa,04387464000153,Poder Executivo,PE,Não Vinculada,Autarquia
134,033004,Municipal,P033,Caetés,Fundo de Previdência de Caetés,FUPREC,Extinta - Desativada,04387464000153,Poder Executivo,PE,Não Vinculada,Autarquia
135,033005,Municipal,P033,Caetés,Fundo Municipal de Saúde de Caetés,,Ativa,12398801000136,Poder Executivo,PE,Vinculada,Fundo Público
136,033006,Municipal,P033,Caetés,Fundo Municipal de Assistência Social de Caetés,,Ativa,18026457000130,Poder Executivo,PE,Vinculada,Fundo Público
137,034001,Municipal,P034,Calçado,Prefeitura Municipal de Calçado,PMC,Ativa,11034741000100,Poder Executivo,PE,Não Vinculada,Prefeitura Municipal
138,034002,Municipal,P034,Calçado,Câmara Municipal de Calçado,CMC,Ativa,11240181000140,Poder Legislativo,PE,Não Vinculada,Câmara Municipal
139,034003,Municipal,P034,Calçado,Instituto Municipal de Previdencia de Calçado,IMPC,Ativa,05539687000151,Poder Executivo,PE,Vinculada,Autarquia
1164,034006,Municipal,P034,Calçado,Fundo Municipal de Saúde de Calçado,FMS,Ativa,11384276000137,Poder Executivo,PE,Vinculada,Fundo Público
1162,034005,Municipal,P034,Calçado,Fundo Municipal de Assistência Social de Calçado,SAS,Ativa,12070878000182,Poder Executivo,PE,Vinculada,Fundo Público
1507,035005,Municipal,P035,Calumbi,Fundo de Assistência Social de Calumbi,FASC,Ativa,12070754000105,Poder Executivo,PE,Vinculada,Fundo Público
1088,035004,Municipal,P035,Calumbi,Fundo Municipal de Saúde de Calumbi,,Ativa,11502090000135,Poder Executivo,PE,Vinculada,Fundo Público
141,035001,Municipal,P035,Calumbi,Prefeitura Municipal de Calumbi,PMC,Ativa,10279107000174,Poder Executivo,PE,Não Vinculada,Prefeitura Municipal
142,035002,Municipal,P035,Calumbi,Câmara Municipal de Calumbi,,Ativa,02422196000138,Poder Legislativo,PE,Não Vinculada,Câmara Municipal
143,035003,Municipal,P035,Calumbi,Fundo Previdenciário do Município de Calumbi,FUNPREV,Ativa,05533095000122,Poder Executivo,PE,Vinculada,Fundo Público
144,036001,Municipal,P036,Camaragibe,Prefeitura Municipal de Camaragibe,PM,Ativa,08260663000157,Poder Executivo,PE,Não Vinculada,Prefeitura Municipal
145,036002,Municipal,P036,Camaragibe,Câmara Municipal de Camaragibe,CMC,Ativa,08260630000107,Poder Legislativo,PE,Não Vinculada,Câmara Municipal
146,036003,Municipal,P036,Camaragibe,"Fundação de Cultura, Turismo e Esportes de Camaragibe",FCTE,Ativa,01947273000100,Poder Executivo,PE,Não Vinculada,Fundação Pública
147,036004,Municipal,P036,Camaragibe,Fundo Municipal de Saúde de Camaragibe,FMS,Ativa,41230038000138,Poder Executivo,PE,Vinculada,Fundo Público
148,036005,Municipal,P036,Camaragibe,Fundo Previdenciário do Município de Camaragibe,FUNPRECAM,Ativa,08329025000145,Poder Executivo,PE,Vinculada,Fundo Público
149,036006,Municipal,P036,Camaragibe,Fundo Municipal de Defesa dos Direitos da Criança e do Adolescente de Camaragibe,FMDCA,Ativa,41090473000104,Poder Executivo,PE,Vinculada,Fundo Público
150,036007,Municipal,P036,Camaragibe,Fundo Municipal de Assistência Social de Camaragibe,FMAS,Ativa,12207519000124,Poder Executivo,PE,Vinculada,Fundo Público
1039,999263,Estadual,P036,Camaragibe,Faculdade de Odontologia de Pernambuco,FOP,Ativa,11022597000353,Poder Executivo,PE,Vinculada,Integrante da Administração Indireta
1630,036008,Municipal,P036,Camaragibe,Fundo Municipal de Apoio Ao Desenvolvimento - Fmad,FMAD,Ativa,17928803000103,Poder Executivo,PE,Vinculada,Fundo Público
1631,036009,Municipal,P036,Camaragibe,Agência Reguladora dos Serviços Públicos do Município de Camaragibe - Agrusp,AGRUSPE,Extinta - Desativada,21675173000180,Poder Executivo,PE,Não Vinculada,Autarquia
1545,037007,Municipal,P037,Camocim de São Félix,Secretaria de Educação e Cultura de Camocim de São Félix,SEDUC,Ativa,19688824000124,Poder Executivo,PE,Vinculada,Secretaria e similares/Defensoria Pública
1523,037006,Municipal,P037,Camocim de São Félix,Fundo Municipal de Educação de Camocim de São Félix,FME,Ativa,19688824000124,Poder Executivo,PE,Vinculada,Fundo Público
151,037001,Municipal,P037,Camocim de São Félix,Prefeitura Municipal de Camocim de São Félix,PMCSF,Ativa,10766129000169,Poder Executivo,PE,Não Vinculada,Prefeitura Municipal
152,037002,Municipal,P037,Camocim de São Félix,Câmara Municipal de Camocim de São Felix,CMCSF,Ativa,08861841000103,Poder Legislativo,PE,Não Vinculada,Câmara Municipal
153,037003,Municipal,P037,Camocim de São Félix,Fundo Municipal de Saúde de Camocim de São Félix,FMS,Ativa,11870137000113,Poder Executivo,PE,Vinculada,Fundo Público
155,037005,Municipal,P037,Camocim de São Félix,Fundo Municipal de Assistência Social de Camocim de São Félix,FMAS,Ativa,10766129000169,Poder Executivo,PE,Vinculada,Fundo Público
156,038001,Municipal,P038,Camutanga,Prefeitura Municipal de Camutanga,PMC,Ativa,11362779000101,Poder Executivo,PE,Não Vinculada,Prefeitura Municipal
157,038002,Municipal,P038,Camutanga,Câmara Municipal de Camutanga,CMC,Ativa,11293156000124,Poder Legislativo,PE,Não Vinculada,Câmara Municipal
1167,038003,Municipal,P038,Camutanga,Instituto Previdenciário do Município de Camutanga,IPMC,Ativa,10948778000180,Poder Executivo,PE,Não Vinculada,Autarquia
1168,038004,Municipal,P038,Camutanga,Fundo Municipal de Saúde de Camutanga,FMSC,Ativa,11348486000170,Poder Executivo,PE,Não Vinculada,Fundo Público
1414,039005,Municipal,P039,Canhotinho,Fundo Municipal de Assistência Social Canhotinho,FMAS,Ativa,17200778000147,Poder Executivo,PE,Vinculada,Fundo Público
158,039001,Municipal,P039,Canhotinho,Prefeitura Municipal de Canhotinho,PMC,Ativa,10132777000163,Poder Executivo,PE,Não Vinculada,Prefeitura Municipal
159,039002,Municipal,P039,Canhotinho,Câmara Municipal de Canhotinho,CMC,Ativa,11240108000178,Poder Legislativo,PE,Não Vinculada,Câmara Municipal
160,039003,Municipal,P039,Canhotinho,Instituto de Previdencia do Municipio de Canhotinho,IPREC,Ativa,06035005000136,Poder Executivo,PE,Não Vinculada,Autarquia
161,039004,Municipal,P039,Canhotinho,Fundo Municipal de Saúde de Canhotinho,,Ativa,09154486000197,Poder Executivo,PE,Vinculada,Fundo Público
162,040001,Municipal,P040,Capoeiras,Prefeitura Municipal de Capoeiras,,Ativa,11256088000123,Poder Executivo,PE,Não Vinculada,Prefeitura Municipal
163,040002,Municipal,P040,Capoeiras,Câmara Municipal de Capoeiras,,Ativa,11240421000106,Poder Legislativo,PE,Não Vinculada,Câmara Municipal
164,040003,Municipal,P040,Capoeiras,Fundo Municipal de Saúde de Capoeiras,,Ativa,08807619000114,Poder Executivo,PE,Vinculada,Fundo Público
165,040004,Municipal,P040,Capoeiras,Fundo de Previdência do Município de Capoeiras,FUNPRE,Extinta - Transformada,05670418000120,Poder Executivo,PE,Vinculada,Fundo Público (antigo)
1205,040005,Municipal,P040,Capoeiras,Fundo Municipal de Assistência Social de Capoeiras,FMASC,Ativa,11256088000123,Poder Executivo,PE,Vinculada,Fundo Público
1219,040006,Municipal,P040,Capoeiras,Instituto de Previdência dos Servidores Municipais de Capoeiras,IPSEC,Ativa,05670418000120,Poder Executivo,PE,Vinculada,Fundo Público
1344,041005,Municipal,P041,Carnaíba,Fundo Municipal de Assistência Social Carnaíba,FMAS,Ativa,12307240000112,Poder Executivo,PE,Vinculada,Fundo Público
1113,041004,Municipal,P041,Carnaíba,Fundo Municipal de Saúde Carnaíba,FMS,Ativa,11431858000127,Poder Executivo,PE,Vinculada,Fundo Público
166,041001,Municipal,P041,Carnaíba,Prefeitura Municipal de Carnaíba,,Ativa,11367414000170,Poder Executivo,PE,Não Vinculada,Prefeitura Municipal
167,041002,Municipal,P041,Carnaíba,Câmara Municipal de Carnaíba,CMC,Ativa,11459690000168,Poder Legislativo,PE,Não Vinculada,Câmara Municipal
169,042001,Municipal,P042,Carpina,Prefeitura Municipal de Carpina,PMC,Ativa,11097342000198,Poder Executivo,PE,Não Vinculada,Prefeitura Municipal
170,042002,Municipal,P042,Carpina,Câmara Municipal de Carpina,cmc,Ativa,08985624000117,Poder Legislativo,PE,Não Vinculada,Câmara Municipal
171,042003,Municipal,P042,Carpina,Instituto de Previdência dos Servidores do Município de Carpina,IPMC,Ativa,03078786000158,Poder Executivo,PE,Não Vinculada,Autarquia
1346,042005,Municipal,P042,Carpina,Fundo Municipal de Saúde de Carpina,FMS,Ativa,13133909000160,Poder Executivo,PE,Vinculada,Fundo Público
1301,042004,Municipal,P042,Carpina,Consórcio dos Municípios da Mata Norte e Agreste Setentrional de Pernambuco,COMANAS,Ativa,09242465000123,Poder Executivo,PE,Não Vinculada,Consórcio
1222,043012,Municipal,P043,Caruaru,Instituto de Previdência dos Servidores de Caruaru,CARUARUPREV,Ativa,08861577000108,Poder Executivo,PE,Não Vinculada,Autarquia
1402,043014,Municipal,P043,Caruaru,Secretaria de Infraestrutura e Politicas Ambientais de Caruaru,SIPA,Ativa,10091536000113,Poder Executivo,PE,Vinculada,Secretaria e similares/Defensoria Pública
1411,043015,Municipal,P043,Caruaru,"Secretaria de Educação, Esportes, Ciência e Tecnologia de Caruaru",SEECT,Ativa,10091536000113,Poder Executivo,PE,Vinculada,Secretaria e similares/Defensoria Pública
1105,043011,Municipal,P043,Caruaru,"Autarquia Municipal de Defesa Social, Trânsito e Transportes de Caruaru",DESTRA,Ativa,10725582000127,Poder Executivo,PE,Não Vinculada,Autarquia
1142,999283,Estadual,P043,Caruaru,Hospital Regional do Agreste Dr. Waldemiro Ferreira,HRA,Ativa,10572048001442,Poder Executivo,PE,Vinculada,Integrante da Administração Indireta
1040,999264,Estadual,P043,Caruaru,Núcleo de Apoio Administrativo - Ii Região Fiscal,NAPA CARUARU,Ativa,10572014000303,Poder Executivo,PE,Vinculada,Integrante da Administração Direta
172,043001,Municipal,P043,Caruaru,Prefeitura Municipal de Caruaru,PMC,Ativa,10091536000113,Poder Executivo,PE,Não Vinculada,Prefeitura Municipal
173,043002,Municipal,P043,Caruaru,Câmara Municipal de Caruaru,,Ativa,11472180000120,Poder Legislativo,PE,Não Vinculada,Câmara Municipal
174,043003,Municipal,P043,Caruaru,"Empresa de Urbanização, Planejamento e Meio Ambiente de Caruaru",URB,Ativa,08674236000115,Poder Executivo,PE,Não Vinculada,Empresa Pública
175,043004,Municipal,P043,Caruaru,Central de Abastecimento de Caruaru,CEACA,Ativa,02501598000128,Poder Executivo,PE,Não Vinculada,Empresa Pública
176,043005,Municipal,P043,Caruaru,Fundação Mansão da Vida de Caruaru,FUMVIDA,Extinta - Incorporada,06281541000111,Poder Executivo,PE,Não Vinculada,Fundação Pública
177,043006,Municipal,P043,Caruaru,"Fundação de Cultura, Turismo e Esporte de Caruaru",,Ativa,11474400000155,Poder Executivo,PE,Não Vinculada,Fundação Pública
178,043007,Municipal,P043,Caruaru,Instituto de Previdência do Servidor de Caruaru,INP,Extinta - Desativada,08861577000108,Poder Executivo,PE,Não Vinculada,Autarquia
179,043008,Municipal,P043,Caruaru,Fundo Municipal de Saúde de Caruaru,FMSC,Ativa,11371082000105,Poder Executivo,PE,Vinculada,Fundo Público
180,043009,Municipal,P043,Caruaru,Fundo Municipal dos Direitos da Criança e do Adolescente de Caruaru,FUNDECA,Ativa,04414396000174,Poder Executivo,PE,Vinculada,Fundo Público
181,043010,Municipal,P043,Caruaru,Fundo Municipal de Assistência Social de Caruaru,FMAS,Ativa,13454844000154,Poder Executivo,PE,Vinculada,Fundo Público
1573,043016,Municipal,P043,Caruaru,Consórcio Público Intermunicipal do Agreste Pernambucano e Fronteiras,CONIAPE,Ativa,15091751000138,Poder Executivo,PE,Não Vinculada,Consórcio
182,044001,Municipal,P044,Catende,Prefeitura Municipal de Catende,PMC,Ativa,10186138000180,Poder Executivo,PE,Não Vinculada,Prefeitura Municipal
183,044002,Municipal,P044,Catende,Câmara Municipal de Catende,CMC,Ativa,11208972000192,Poder Legislativo,PE,Não Vinculada,Câmara Municipal
184,044003,Municipal,P044,Catende,Serviço Autônomo de Água e Esgoto de Catende,SAAE,Ativa,08101057000199,Poder Executivo,PE,Não Vinculada,Autarquia
1067,044004,Municipal,P044,Catende,Fundo Municipal de Saúde de Catende,FMS,Ativa,08247860000136,Poder Executivo,PE,Vinculada,Fundo Público
1204,044005,Municipal,P044,Catende,Fundo Municipal de Assistência Social de Catende,FMASC,Ativa,13194663000136,Poder Executivo,PE,Vinculada,Fundo Público
1422,045005,Municipal,P045,Cedro,Fundo Municipal de Assistência Social de Cedro,FMAS,Ativa,12087454000120,Poder Executivo,PE,Vinculada,Fundo Público
1489,045006,Municipal,P045,Cedro,Fundo Municipal de Saude de Cedro,FMS,Ativa,12424026000146,Poder Executivo,PE,Vinculada,Fundo Público
185,045001,Municipal,P045,Cedro,Prefeitura Municipal de Cedro,PMC,Ativa,11361219000132,Poder Executivo,PE,Não Vinculada,Prefeitura Municipal
186,045002,Municipal,P045,Cedro,Câmara Municipal de Cedro,CMC,Ativa,11412103000185,Poder Legislativo,PE,Não Vinculada,Câmara Municipal
187,045003,Municipal,P045,Cedro,Instituto de Previdência dos Servidores Público do Cedro,IPRESCE,Extinta - Desativada,05128849000169,Poder Executivo,PE,Não Vinculada,Autarquia
188,045004,Municipal,P045,Cedro,Fundo de Previdência dos Servidores de Cedro,FUNPRESCE,Ativa,07381527000152,Poder Executivo,PE,Vinculada,Fundo Público
189,046001,Municipal,P046,Chã de Alegria,Prefeitura Municipal de Chã de Alegria,PMCA,Ativa,11049798000182,Poder Executivo,PE,Não Vinculada,Prefeitura Municipal
190,046002,Municipal,P046,Chã de Alegria,Câmara Municipal de Chã de Alegria,CM,Ativa,08057549000124,Poder Legislativo,PE,Não Vinculada,Câmara Municipal
191,046003,Municipal,P046,Chã de Alegria,Fundo Municipal de Saúde de Chã de Alegria,FMS,Ativa,12397007000178,Poder Executivo,PE,Vinculada,Fundo Público
193,046005,Municipal,P046,Chã de Alegria,Fundo Municipal de Assistência Social de Chã de Alegria,FMAS,Ativa,13145986000130,Poder Executivo,PE,Vinculada,Fundo Público
194,047001,Municipal,P047,Chã Grande,Prefeitura Municipal de Chã Grande,PMCG,Ativa,11049806000190,Poder Executivo,PE,Não Vinculada,Prefeitura Municipal
195,047002,Municipal,P047,Chã Grande,Câmara Municipal de Chã Grande,,Ativa,08140121000140,Poder Legislativo,PE,Não Vinculada,Câmara Municipal
196,047003,Municipal,P047,Chã Grande,Instituto de Previdência dos Servidores Municipais de Chã Grande,CHÃ PREV,Ativa,07811658000122,Poder Executivo,PE,Não Vinculada,Autarquia
197,047004,Municipal,P047,Chã Grande,Fundo Municipal de Saúde de Chã Grande,FMS,Ativa,08625167000150,Poder Executivo,PE,Vinculada,Fundo Público
198,047005,Municipal,P047,Chã Grande,Fundo Mun. de Previdência dos Servidores de Chã Grande,CHÃ PREV,Extinta - Desativada,99999999999962,Poder Executivo,PE,Vinculada,Fundo Público (antigo)
